Harga,Cicilan,Alamat,KT,KM,Garasi,LT,LB
42250 ,Cicilan : 4 Jutaan per bulan,"Kopo, Bandung",2.00 ,1.00 ,1.00 ,98.00 ,50.00 
188500 ,Cicilan : 20 Jutaan per bulan,"Lengkong, Bandung",4.00 ,3.00 ,1.00 ,185.00 ,220.00 
55250 ,Cicilan : 6 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,1.00 ,1.00 ,76.00 ,50.00 
211250 ,Cicilan : 23 Jutaan per bulan,"Burangrang, Bandung",8.00 ,8.00 ,2.00 ,180.00 ,170.00 
92300 ,Cicilan : 10 Jutaan per bulan,"Cicendo, Bandung",3.00 ,2.00 ,1.00 ,92.00 ,65.00 
65000 ,Cicilan : 7 Jutaan per bulan,"Dago, Bandung",2.00 ,1.00 ,1.00 ,105.00 ,90.00 
975000 ,Cicilan : 107 Jutaan per bulan,"Cipaganti, Bandung",3.00 ,4.00 ,2.00 ,696.00 ,220.00 
536250 ,Cicilan : 59 Jutaan per bulan,"Buah Batu, Bandung",5.00 ,4.00 ,2.00 ,311.00 ,465.00 
201500 ,Cicilan : 22 Jutaan per bulan,"Sukajadi, Bandung",3.00 ,3.00 ,2.00 ,157.00 ,180.00 
227500 ,Cicilan : 25 Jutaan per bulan,"Batununggal, Bandung",4.00 ,4.00 ,1.00 ,169.00 ,250.00 
100100 ,Cicilan : 11 Jutaan per bulan,"BKR, Bandung",3.00 ,3.00 ,1.00 ,126.00 ,90.00 
NULL,NULL,NULL,2.00 ,1.00 ,2.00 ,90.00 ,45.00 
87750 ,Cicilan : 9 Jutaan per bulan,"Buah Batu, Bandung",3.00 ,2.00 ,1.00 ,156.00 ,56.00 
169000 ,Cicilan : 18 Jutaan per bulan,"Turangga, Bandung",6.00 ,3.00 ,1.00 ,150.00 ,200.00 
63180 ,Cicilan : 6 Jutaan per bulan,"Cimahi, Bandung",2.00 ,1.00 ,1.00 ,105.00 ,45.00 
170300 ,Cicilan : 18 Jutaan per bulan,"Pasteur, Bandung",3.00 ,3.00 ,0.00 ,76.00 ,225.00 
286000 ,Cicilan : 31 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,4.00 ,2.00 ,198.00 ,300.00 
188500 ,Cicilan : 20 Jutaan per bulan,"Dago, Bandung",4.00 ,2.00 ,1.00 ,253.00 ,175.00 
107250 ,Cicilan : 11 Jutaan per bulan,"Soekarno Hatta, Bandung",2.00 ,2.00 ,1.00 ,90.00 ,60.00 
84500 ,Cicilan : 9 Jutaan per bulan,"Cibiru, Bandung",5.00 ,2.00 ,1.00 ,220.00 ,240.00 
178750 ,Cicilan : 19 Jutaan per bulan,"Geger Kalong, Bandung",4.00 ,4.00 ,2.00 ,144.00 ,163.00 
728000 ,Cicilan : 80 Jutaan per bulan,"Dago, Bandung",6.00 ,6.00 ,0.00 ,723.00 ,689.00 
143000 ,Cicilan : 15 Jutaan per bulan,"Geger Kalong, Bandung",4.00 ,3.00 ,0.00 ,124.00 ,150.00 
175500 ,Cicilan : 19 Jutaan per bulan,"Turangga, Bandung",4.00 ,4.00 ,0.00 ,192.00 ,230.00 
650000 ,Cicilan : 71 Jutaan per bulan,"Cicendo, Bandung",5.00 ,3.00 ,0.00 ,404.00 ,256.00 
178750 ,Cicilan : 19 Jutaan per bulan,"Cimahi, Bandung",3.00 ,4.00 ,0.00 ,135.00 ,250.00 
48750 ,Cicilan : 5 Jutaan per bulan,"Arcamanik, Bandung",4.00 ,2.00 ,2.00 ,98.00 ,130.00 
185250 ,Cicilan : 20 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,3.00 ,2.00 ,202.00 ,175.00 
208000 ,Cicilan : 22 Jutaan per bulan,"Bandung Kota, Bandung",5.00 ,5.00 ,0.00 ,317.00 ,400.00 
204750 ,Cicilan : 22 Jutaan per bulan,"Bandung Kota, Bandung",7.00 ,3.00 ,1.00 ,301.00 ,290.00 
129350 ,Cicilan : 14 Jutaan per bulan,"Dago, Bandung",4.00 ,4.00 ,1.00 ,176.00 ,252.00 
86450 ,Cicilan : 9 Jutaan per bulan,"Antapani, Bandung",3.00 ,2.00 ,1.00 ,90.00 ,85.00 
877500 ,Cicilan : 96 Jutaan per bulan,"Cicadas, Bandung",5.00 ,4.00 ,8.00 ,780.00 ,500.00 
76700 ,Cicilan : 8 Jutaan per bulan,"Cimahi, Bandung",3.00 ,2.00 ,1.00 ,72.00 ,71.00 
156000 ,Cicilan : 17 Jutaan per bulan,"Cigadung, Bandung",2.00 ,3.00 ,1.00 ,200.00 ,170.00 
113750 ,Cicilan : 12 Jutaan per bulan,"Dago, Bandung",3.00 ,3.00 ,0.00 ,100.00 ,120.00 
19305 ,Cicilan : 2 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,50.00 ,36.00 
149500 ,Cicilan : 16 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,1.00 ,120.00 ,90.00 
84500 ,Cicilan : 9 Jutaan per bulan,"Bojongsoang, Bandung",3.00 ,2.00 ,0.00 ,171.00 ,145.00 
292500 ,Cicilan : 32 Jutaan per bulan,"Pasteur, Bandung",5.00 ,2.00 ,2.00 ,380.00 ,314.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Ujungberung, Bandung",8.00 ,4.00 ,2.00 ,192.00 ,575.00 
187850 ,Cicilan : 20 Jutaan per bulan,"Turangga, Bandung",4.00 ,4.00 ,1.00 ,170.00 ,250.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Tubagus Ismail, Bandung",3.00 ,3.00 ,1.00 ,138.00 ,200.00 
1105000 ,Cicilan : 121 Jutaan per bulan,"Bandung Wetan, Bandung",13.00 ,8.00 ,0.00 ,483.00 ,350.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Buah Batu, Bandung",8.00 ,6.00 ,1.00 ,350.00 ,600.00 
100750 ,Cicilan : 11 Jutaan per bulan,"Antapani, Bandung",4.00 ,2.00 ,1.00 ,170.00 ,200.00 
39000 ,Cicilan : 4 Jutaan per bulan,"Cileunyi, Bandung",2.00 ,2.00 ,1.00 ,60.00 ,50.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Holis Cigondewah, Bandung",4.00 ,2.00 ,0.00 ,139.00 ,130.00 
104000 ,Cicilan : 11 Jutaan per bulan,"Bandung Kota, Bandung",3.00 ,2.00 ,1.00 ,114.00 ,100.00 
68250 ,Cicilan : 7 Jutaan per bulan,"Andir, Bandung",3.00 ,2.00 ,1.00 ,72.00 ,120.00 
35750 ,Cicilan : 3 Jutaan per bulan,"Antapani, Bandung",2.00 ,1.00 ,1.00 ,72.00 ,70.00 
87750 ,Cicilan : 9 Jutaan per bulan,"Antapani, Bandung",4.00 ,2.00 ,1.00 ,172.00 ,100.00 
60775 ,Cicilan : 6 Jutaan per bulan,"Cibaduyut, Bandung",2.00 ,2.00 ,1.00 ,102.00 ,80.00 
63050 ,Cicilan : 6 Jutaan per bulan,"Cijerah, Bandung",3.00 ,1.00 ,1.00 ,84.00 ,116.00 
169000 ,Cicilan : 18 Jutaan per bulan,"Cikutra, Bandung",5.00 ,3.00 ,2.00 ,202.00 ,250.00 
50375 ,Cicilan : 5 Jutaan per bulan,"Kopo, Bandung",3.00 ,1.00 ,1.00 ,112.00 ,58.00 
113100 ,Cicilan : 12 Jutaan per bulan,"Buah Batu, Bandung",3.00 ,2.00 ,1.00 ,132.00 ,82.00 
214500 ,Cicilan : 23 Jutaan per bulan,"Geger Kalong, Bandung",3.00 ,2.00 ,1.00 ,305.00 ,170.00 
136500 ,Cicilan : 15 Jutaan per bulan,"Astanaanyar, Bandung",4.00 ,2.00 ,1.00 ,130.00 ,230.00 
104000 ,Cicilan : 11 Jutaan per bulan,"Batununggal, Bandung",6.00 ,3.00 ,0.00 ,160.00 ,140.00 
40950 ,Cicilan : 4 Jutaan per bulan,"Sarijadi, Bandung",3.00 ,1.00 ,0.00 ,86.00 ,70.00 
188500 ,Cicilan : 20 Jutaan per bulan,"Burangrang, Bandung",4.00 ,3.00 ,1.00 ,185.00 ,200.00 
42900 ,Cicilan : 4 Jutaan per bulan,"Sariwangi, Bandung",3.00 ,2.00 ,1.00 ,59.00 ,120.00 
169000 ,Cicilan : 18 Jutaan per bulan,"Turangga, Bandung",4.00 ,3.00 ,4.00 ,142.00 ,200.00 
143000 ,Cicilan : 15 Jutaan per bulan,"Turangga, Bandung",4.00 ,3.00 ,2.00 ,107.00 ,200.00 
123500 ,Cicilan : 13 Jutaan per bulan,"Batununggal, Bandung",3.00 ,2.00 ,2.00 ,111.00 ,107.00 
NULL,NULL,NULL,2.00 ,2.00 ,4.00 ,112.00 ,58.00 
NULL,NULL,NULL,2.00 ,1.00 ,0.00 ,60.00 ,30.00 
422500 ,Cicilan : 46 Jutaan per bulan,"Setra Sari, Bandung",4.00 ,3.00 ,2.00 ,327.00 ,460.00 
169000 ,Cicilan : 18 Jutaan per bulan,"Buah Batu, Bandung",3.00 ,3.00 ,0.00 ,126.00 ,127.00 
104000 ,Cicilan : 11 Jutaan per bulan,"Cicendo, Bandung",5.00 ,2.00 ,0.00 ,121.00 ,240.00 
85800 ,Cicilan : 9 Jutaan per bulan,"Antapani, Bandung",2.00 ,2.00 ,2.00 ,119.00 ,120.00 
170300 ,Cicilan : 18 Jutaan per bulan,"Setra Duta, Bandung",3.00 ,3.00 ,2.00 ,76.00 ,225.00 
48750 ,Cicilan : 5 Jutaan per bulan,"Taman Kopo Indah, Bandung",4.00 ,1.00 ,0.00 ,102.00 ,90.00 
87750 ,Cicilan : 9 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,0.00 ,154.00 ,120.00 
208000 ,Cicilan : 22 Jutaan per bulan,"Turangga, Bandung",4.00 ,9.00 ,1.00 ,253.00 ,300.00 
357500 ,Cicilan : 39 Jutaan per bulan,"Sukajadi, Bandung",27.00 ,27.00 ,0.00 ,210.00 ,500.00 
156000 ,Cicilan : 17 Jutaan per bulan,"Regol, Bandung",3.00 ,3.00 ,1.00 ,123.00 ,170.00 
43875 ,Cicilan : 4 Jutaan per bulan,"Margahayu, Bandung",4.00 ,2.00 ,1.00 ,144.00 ,100.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,1.00 ,0.00 ,140.00 ,100.00 
175500 ,Cicilan : 19 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,1.00 ,1.00 ,162.00 ,97.00 
130000 ,Cicilan : 14 Jutaan per bulan,"Sudirman, Bandung",3.00 ,2.00 ,0.00 ,140.00 ,260.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Otista, Bandung",2.00 ,2.00 ,0.00 ,140.00 ,140.00 
643500 ,Cicilan : 70 Jutaan per bulan,"Sukajadi, Bandung",4.00 ,4.00 ,0.00 ,745.00 ,630.00 
377000 ,Cicilan : 41 Jutaan per bulan,"Cibeunying, Bandung",4.00 ,5.00 ,1.00 ,343.00 ,532.00 
110500 ,Cicilan : 12 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,2.00 ,2.00 ,120.00 ,86.00 
133250 ,Cicilan : 14 Jutaan per bulan,"Mekar Wangi, Bandung",3.00 ,3.00 ,0.00 ,75.00 ,100.00 
194350 ,Cicilan : 21 Jutaan per bulan,"Dago, Bandung",5.00 ,3.00 ,1.00 ,425.00 ,400.00 
357500 ,Cicilan : 39 Jutaan per bulan,"Bandung Kota, Bandung",6.00 ,3.00 ,1.00 ,458.00 ,300.00 
61750 ,Cicilan : 6 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,1.00 ,0.00 ,102.00 ,85.00 
143000 ,Cicilan : 15 Jutaan per bulan,"Bandung Kota, Bandung",6.00 ,3.00 ,0.00 ,216.00 ,250.00 
25350 ,Cicilan : 2 Jutaan per bulan,"Cileunyi, Bandung",2.00 ,1.00 ,1.00 ,93.00 ,45.00 
198250 ,Cicilan : 21 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,1.00 ,1.00 ,250.00 ,100.00 
422500 ,Cicilan : 46 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,4.00 ,2.00 ,490.00 ,385.00 
130000 ,Cicilan : 14 Jutaan per bulan,"Cigadung, Bandung",3.00 ,3.00 ,2.00 ,252.00 ,160.00 
71500 ,Cicilan : 7 Jutaan per bulan,"Soekarno Hatta, Bandung",3.00 ,2.00 ,0.00 ,150.00 ,120.00 
178750 ,Cicilan : 19 Jutaan per bulan,"Sukajadi, Bandung",5.00 ,3.00 ,0.00 ,144.00 ,280.00 
227500 ,Cicilan : 25 Jutaan per bulan,"Mekar Wangi, Bandung",3.00 ,3.00 ,0.00 ,200.00 ,180.00 
422500 ,Cicilan : 46 Jutaan per bulan,"Setra Sari, Bandung",4.00 ,5.00 ,2.00 ,380.00 ,450.00 
1625000 ,Cicilan : 179 Jutaan per bulan,"Riau, Bandung",2.00 ,4.00 ,4.00 ,521.00 ,400.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Gede Bage, Bandung",2.00 ,1.00 ,3.00 ,140.00 ,100.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,3.00 ,2.00 ,245.00 ,220.00 
1495000 ,Cicilan : 164 Jutaan per bulan,"Dago, Bandung",5.00 ,5.00 ,0.00 ,694.00 ,603.00 
55250 ,Cicilan : 6 Jutaan per bulan,"Kopo, Bandung",3.00 ,2.00 ,1.00 ,70.00 ,90.00 
812500 ,Cicilan : 89 Jutaan per bulan,"Ciumbuleuit, Bandung",4.00 ,4.00 ,15.00 ,925.00 ,750.00 
331500 ,Cicilan : 36 Jutaan per bulan,"Setra Sari, Bandung",4.00 ,3.00 ,2.00 ,203.00 ,302.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Batununggal, Bandung",3.00 ,3.00 ,2.00 ,126.00 ,180.00 
357500 ,Cicilan : 39 Jutaan per bulan,"Bandung Kota, Bandung",3.00 ,2.00 ,4.00 ,500.00 ,400.00 
429000 ,Cicilan : 47 Jutaan per bulan,"Dago, Bandung",4.00 ,3.00 ,0.00 ,450.00 ,450.00 
1722500 ,Cicilan : 189 Jutaan per bulan,"Lembang, Bandung",7.00 ,5.00 ,6.00 ,2600.00 ,1000.00 
3250000 ,Cicilan : 358 Jutaan per bulan,"Dago, Bandung",5.00 ,5.00 ,0.00 ,1000.00 ,1200.00 
247000 ,Cicilan : 27 Jutaan per bulan,"Ciumbuleuit, Bandung",3.00 ,3.00 ,3.00 ,356.00 ,324.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Mekar Wangi, Bandung",3.00 ,2.00 ,2.00 ,180.00 ,150.00 
507000 ,Cicilan : 55 Jutaan per bulan,"Batununggal, Bandung",5.00 ,4.00 ,2.00 ,400.00 ,450.00 
552500 ,Cicilan : 60 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",5.00 ,5.00 ,0.00 ,340.00 ,590.00 
113750 ,Cicilan : 12 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",2.00 ,1.00 ,1.00 ,108.00 ,70.00 
54275 ,Cicilan : 5 Jutaan per bulan,"Parongpong, Bandung",3.00 ,2.00 ,1.00 ,95.00 ,73.00 
74750 ,Cicilan : 8 Jutaan per bulan,"Margahayu, Bandung",6.00 ,3.00 ,1.00 ,144.00 ,228.00 
39000 ,Cicilan : 4 Jutaan per bulan,"Setiabudi, Bandung",2.00 ,2.00 ,0.00 ,60.00 ,50.00 
42900 ,Cicilan : 4 Jutaan per bulan,"Setiabudi, Bandung",2.00 ,2.00 ,1.00 ,60.00 ,67.00 
419250 ,Cicilan : 46 Jutaan per bulan,"Buah Batu, Bandung",7.00 ,4.00 ,0.00 ,719.00 ,420.00 
165750 ,Cicilan : 18 Jutaan per bulan,"Setra Duta, Bandung",3.00 ,3.00 ,1.00 ,105.00 ,156.00 
NULL,NULL,NULL,2.00 ,1.00 ,3.00 ,72.00 ,40.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Buah Batu, Bandung",3.00 ,2.00 ,2.00 ,108.00 ,200.00 
38935 ,Cicilan : 4 Jutaan per bulan,"Soreang, Bandung",3.00 ,2.00 ,1.00 ,59.00 ,58.00 
1495000 ,Cicilan : 164 Jutaan per bulan,"Sayap Dago, Bandung",5.00 ,5.00 ,4.00 ,694.00 ,603.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Turangga, Bandung",5.00 ,3.00 ,0.00 ,186.00 ,200.00 
178100 ,Cicilan : 19 Jutaan per bulan,"Peta, Bandung",2.00 ,2.00 ,2.00 ,105.00 ,150.00 
780000 ,Cicilan : 85 Jutaan per bulan,"Cipaganti, Bandung",5.00 ,2.00 ,1.00 ,515.00 ,300.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Ujungberung, Bandung",3.00 ,3.00 ,3.00 ,440.00 ,200.00 
237250 ,Cicilan : 26 Jutaan per bulan,"Turangga, Bandung",5.00 ,4.00 ,0.00 ,368.00 ,250.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Arcamanik, Bandung",4.00 ,3.00 ,0.00 ,124.00 ,136.00 
123500 ,Cicilan : 13 Jutaan per bulan,"Rancasari, Bandung",6.00 ,4.00 ,2.00 ,144.00 ,250.00 
1293500 ,Cicilan : 142 Jutaan per bulan,"Setra Duta, Bandung",5.00 ,5.00 ,6.00 ,750.00 ,1000.00 
55250 ,Cicilan : 6 Jutaan per bulan,"Sariwangi, Bandung",2.00 ,1.00 ,1.00 ,75.00 ,50.00 
357500 ,Cicilan : 39 Jutaan per bulan,"Sukajadi, Bandung",5.00 ,3.00 ,1.00 ,507.00 ,300.00 
152750 ,Cicilan : 16 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,1.00 ,126.00 ,95.00 
324350 ,Cicilan : 35 Jutaan per bulan,"Mekar Wangi, Bandung",4.00 ,3.00 ,0.00 ,200.00 ,375.00 
63375 ,Cicilan : 6 Jutaan per bulan,"Antapani, Bandung",6.00 ,3.00 ,1.00 ,180.00 ,150.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Cicendo, Bandung",2.00 ,1.00 ,1.00 ,100.00 ,55.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,1.00 ,0.00 ,162.00 ,97.00 
552500 ,Cicilan : 60 Jutaan per bulan,"Pajajaran, Bandung",8.00 ,3.00 ,2.00 ,416.00 ,180.00 
438750 ,Cicilan : 48 Jutaan per bulan,"Setiabudi, Bandung",5.00 ,3.00 ,2.00 ,450.00 ,500.00 
130650 ,Cicilan : 14 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,3.00 ,2.00 ,120.00 ,95.00 
61425 ,Cicilan : 6 Jutaan per bulan,"Padasuka, Bandung",3.00 ,2.00 ,0.00 ,135.00 ,145.00 
167050 ,Cicilan : 18 Jutaan per bulan,"Gede Bage, Bandung",3.00 ,3.00 ,1.00 ,120.00 ,127.00 
71500 ,Cicilan : 7 Jutaan per bulan,"Holis Cigondewah, Bandung",4.00 ,3.00 ,0.00 ,112.00 ,140.00 
1170000 ,Cicilan : 128 Jutaan per bulan,"Dago, Bandung",4.00 ,3.00 ,0.00 ,900.00 ,1000.00 
103350 ,Cicilan : 11 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,2.00 ,2.00 ,119.00 ,112.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,0.00 ,144.00 ,130.00 
250250 ,Cicilan : 27 Jutaan per bulan,"Hegarmanah, Bandung",4.00 ,3.00 ,1.00 ,220.00 ,315.00 
72150 ,Cicilan : 7 Jutaan per bulan,"Derwati, Bandung",2.00 ,1.00 ,1.00 ,120.00 ,106.00 
211250 ,Cicilan : 23 Jutaan per bulan,"Buah Batu, Bandung",4.00 ,3.00 ,0.00 ,293.00 ,200.00 
1397500 ,Cicilan : 154 Jutaan per bulan,"Cicendo, Bandung",3.00 ,3.00 ,2.00 ,671.00 ,635.00 
617500 ,Cicilan : 68 Jutaan per bulan,"Regol, Bandung",13.00 ,14.00 ,2.00 ,406.00 ,950.00 
117000 ,Cicilan : 12 Jutaan per bulan,"Gede Bage, Bandung",2.00 ,2.00 ,1.00 ,105.00 ,69.00 
178750 ,Cicilan : 19 Jutaan per bulan,"Soekarno Hatta, Bandung",5.00 ,4.00 ,0.00 ,180.00 ,200.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Cimahi, Bandung",4.00 ,3.00 ,0.00 ,109.00 ,218.00 
126750 ,Cicilan : 13 Jutaan per bulan,"Regol, Bandung",4.00 ,2.00 ,0.00 ,191.00 ,175.00 
178750 ,Cicilan : 19 Jutaan per bulan,"Geger Kalong, Bandung",3.00 ,3.00 ,1.00 ,188.00 ,200.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Pajajaran, Bandung",3.00 ,3.00 ,1.00 ,102.00 ,140.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Gede Bage, Bandung",4.00 ,2.00 ,0.00 ,128.00 ,126.00 
104000 ,Cicilan : 11 Jutaan per bulan,"Buah Batu, Bandung",NULL,NULL,0.00 ,120.00 ,110.00 
175500 ,Cicilan : 19 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,1.00 ,1.00 ,162.00 ,97.00 
188500 ,Cicilan : 20 Jutaan per bulan,"Setiabudi, Bandung",4.00 ,3.00 ,1.00 ,286.00 ,300.00 
77350 ,Cicilan : 8 Jutaan per bulan,"Ujungberung, Bandung",3.00 ,3.00 ,1.00 ,120.00 ,90.00 
55250 ,Cicilan : 6 Jutaan per bulan,"Antapani, Bandung",3.00 ,2.00 ,0.00 ,150.00 ,120.00 
117000 ,Cicilan : 12 Jutaan per bulan,"Dago, Bandung",3.00 ,3.00 ,1.00 ,54.00 ,135.00 
273000 ,Cicilan : 30 Jutaan per bulan,"Bandung Kota, Bandung",NULL,NULL,0.00 ,245.00 ,352.00 
20800 ,Cicilan : 2 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,1.00 ,0.00 ,72.00 ,45.00 
26585 ,Cicilan : 2 Jutaan per bulan,"Ciwastra, Bandung",2.00 ,1.00 ,0.00 ,62.00 ,60.00 
27755 ,Cicilan : 3 Jutaan per bulan,"Gede Bage, Bandung",2.00 ,1.00 ,0.00 ,66.00 ,60.00 
14950 ,Cicilan : 1 Jutaan per bulan,"Cibiru, Bandung",1.00 ,1.00 ,1.00 ,116.00 ,25.00 
48750 ,Cicilan : 5 Jutaan per bulan,"Katapang, Bandung",3.00 ,2.00 ,2.00 ,140.00 ,110.00 
117000 ,Cicilan : 12 Jutaan per bulan,"Ciateul, Bandung",4.00 ,2.00 ,1.00 ,126.00 ,80.00 
2275000 ,Cicilan : 250 Jutaan per bulan,"Sayap Dago, Bandung",10.00 ,5.00 ,4.00 ,930.00 ,500.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Pasteur, Bandung",3.00 ,2.00 ,0.00 ,146.00 ,154.00 
118300 ,Cicilan : 13 Jutaan per bulan,"Holis Cigondewah, Bandung",3.00 ,2.00 ,0.00 ,162.00 ,142.00 
58175 ,Cicilan : 6 Jutaan per bulan,"Kopo, Bandung",3.00 ,1.00 ,1.00 ,94.00 ,80.00 
58435 ,Cicilan : 6 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,0.00 ,65.00 ,85.00 
178750 ,Cicilan : 19 Jutaan per bulan,"Cigadung, Bandung",5.00 ,5.00 ,2.00 ,446.00 ,600.00 
143000 ,Cicilan : 15 Jutaan per bulan,"Holis Cigondewah, Bandung",3.00 ,3.00 ,2.00 ,190.00 ,170.00 
169000 ,Cicilan : 18 Jutaan per bulan,"Mekar Wangi, Bandung",4.00 ,3.00 ,0.00 ,153.00 ,265.00 
107250 ,Cicilan : 11 Jutaan per bulan,"Mekar Wangi, Bandung",3.00 ,3.00 ,0.00 ,75.00 ,110.00 
182000 ,Cicilan : 20 Jutaan per bulan,"Mekar Wangi, Bandung",3.00 ,3.00 ,1.00 ,112.00 ,160.00 
155350 ,Cicilan : 17 Jutaan per bulan,"Buah Batu, Bandung",3.00 ,3.00 ,1.00 ,340.00 ,150.00 
234000 ,Cicilan : 25 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,1.00 ,198.00 ,175.00 
422500 ,Cicilan : 46 Jutaan per bulan,"Dago, Bandung",4.00 ,3.00 ,2.00 ,403.00 ,250.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Pasteur, Bandung",1.00 ,1.00 ,4.00 ,245.00 ,140.00 
260000 ,Cicilan : 28 Jutaan per bulan,"Pajajaran, Bandung",8.00 ,3.00 ,0.00 ,175.00 ,140.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Holis Cigondewah, Bandung",3.00 ,2.00 ,1.00 ,139.00 ,139.00 
211250 ,Cicilan : 23 Jutaan per bulan,"Cigadung, Bandung",7.00 ,4.00 ,2.00 ,300.00 ,400.00 
52000 ,Cicilan : 5 Jutaan per bulan,"Cibaduyut, Bandung",2.00 ,2.00 ,1.00 ,80.00 ,65.00 
71500 ,Cicilan : 7 Jutaan per bulan,"Arcamanik, Bandung",3.00 ,3.00 ,2.00 ,95.00 ,82.00 
57850 ,Cicilan : 6 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,1.00 ,0.00 ,76.00 ,50.00 
16250 ,Cicilan : 1 Jutaan per bulan,"Kopo, Bandung",2.00 ,1.00 ,0.00 ,60.00 ,36.00 
11375 ,Cicilan : 1 Jutaan per bulan,"Cibaduyut, Bandung",2.00 ,1.00 ,0.00 ,50.00 ,30.00 
113750 ,Cicilan : 12 Jutaan per bulan,"Setiabudi, Bandung",4.00 ,3.00 ,0.00 ,125.00 ,179.00 
136500 ,Cicilan : 15 Jutaan per bulan,"Cimahi, Bandung",4.00 ,2.00 ,1.00 ,188.00 ,350.00 
24700 ,Cicilan : 2 Jutaan per bulan,"Katapang, Bandung",2.00 ,2.00 ,0.00 ,110.00 ,60.00 
16965 ,Cicilan : 1 Jutaan per bulan,"Taman Kopo Indah, Bandung",1.00 ,2.00 ,0.00 ,70.00 ,30.00 
21775 ,Cicilan : 2 Jutaan per bulan,"Bandung Kota, Bandung",3.00 ,1.00 ,0.00 ,120.00 ,70.00 
22750 ,Cicilan : 2 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,1.00 ,0.00 ,75.00 ,55.00 
13000 ,Cicilan : 1 Jutaan per bulan,"Kopo, Bandung",2.00 ,1.00 ,0.00 ,52.00 ,70.00 
12025 ,Cicilan : 1 Jutaan per bulan,"Baleendah, Bandung",2.00 ,1.00 ,1.00 ,70.00 ,45.00 
8775 ,Cicilan : 970 Ribuan per bulan,"Baleendah, Bandung",2.00 ,1.00 ,0.00 ,70.00 ,45.00 
7800 ,Cicilan : 860 Ribuan per bulan,"Katapang, Bandung",2.00 ,1.00 ,1.00 ,40.00 ,30.00 
13000 ,Cicilan : 1 Jutaan per bulan,"Pameungpeuk, Bandung",2.00 ,1.00 ,1.00 ,80.00 ,50.00 
84500 ,Cicilan : 9 Jutaan per bulan,"Rancasari, Bandung",4.00 ,2.00 ,2.00 ,250.00 ,225.00 
1462500 ,Cicilan : 161 Jutaan per bulan,"Cipaganti, Bandung",6.00 ,6.00 ,2.00 ,673.00 ,520.00 
126750 ,Cicilan : 13 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,0.00 ,108.00 ,80.00 
NULL,NULL,NULL,2.00 ,2.00 ,2.00 ,60.00 ,45.00 
NULL,NULL,NULL,1.00 ,1.00 ,0.00 ,60.00 ,22.00 
